PING 10.50.1.127 (10.50.1.127) 56(124) bytes of data.
64 bytes from 10.50.1.127: icmp_seq=1 ttl=63 time=0.646 ms
64 bytes from 10.50.1.127: icmp_seq=62 ttl=63 time=0.680 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=63 ttl=63 time=0.766 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=64 ttl=63 time=0.658 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=65 ttl=63 time=0.819 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=66 ttl=63 time=0.938 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=67 ttl=63 time=0.887 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=68 ttl=63 time=0.800 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=69 ttl=63 time=0.857 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=70 ttl=63 time=0.701 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=71 ttl=63 time=0.721 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=72 ttl=63 time=0.898 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=73 ttl=63 time=0.961 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=74 ttl=63 time=0.915 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=75 ttl=63 time=0.885 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=76 ttl=63 time=0.775 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=77 ttl=63 time=0.634 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=78 ttl=63 time=0.879 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=79 ttl=63 time=1.08 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=80 ttl=63 time=1.01 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=81 ttl=63 time=1.01 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=82 ttl=63 time=1.05 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=83 ttl=63 time=1.02 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=84 ttl=63 time=0.828 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=85 ttl=63 time=0.801 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=86 ttl=63 time=0.839 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=87 ttl=63 time=0.754 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=88 ttl=63 time=1.11 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=89 ttl=63 time=0.966 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=90 ttl=63 time=0.804 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=91 ttl=63 time=0.776 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=92 ttl=63 time=1.10 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=93 ttl=63 time=0.857 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=94 ttl=63 time=0.888 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=95 ttl=63 time=0.642 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=96 ttl=63 time=0.884 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=97 ttl=63 time=0.956 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=98 ttl=63 time=0.882 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=99 ttl=63 time=0.948 ms	(same route)
64 bytes from 10.50.1.127: icmp_seq=100 ttl=63 time=0.891 ms	(same route)

--- 10.50.1.127 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 100407ms
rtt min/avg/max/mdev = 0.569/0.866/1.261/0.127 ms
