1661135892.483042,lo,0,0,0,0,0,0,0,0
1661135892.483073,qg-404220d6-91,0,0,0,0,0,0,0,0
1661135892.483081,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135892.483086,total,0,0,0,0,0,0,0,0
1661135893.483448,lo,0,0,0,0,0,0,0,0
1661135893.483473,qg-404220d6-91,0,46,46,0,1,1,0,0
1661135893.483481,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135893.483495,total,0,46,46,0,1,1,0,0
1661135894.483720,lo,0,0,0,0,0,0,0,0
1661135894.483749,qg-404220d6-91,0,92,92,0,2,2,0,0
1661135894.483756,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135894.483761,total,0,92,92,0,2,2,0,0
1661135895.483932,lo,0,0,0,0,0,0,0,0
1661135895.483963,qg-404220d6-91,0,138,138,0,3,3,0,0
1661135895.483973,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135895.483978,total,0,138,138,0,3,3,0,0
1661135896.484881,lo,0,0,0,0,0,0,0,0
1661135896.484912,qg-404220d6-91,0,184,184,0,4,4,0,0
1661135896.484921,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135896.484926,total,0,184,184,0,4,4,0,0
1661135897.485140,lo,0,0,0,0,0,0,0,0
1661135897.485182,qg-404220d6-91,0,368,368,0,8,8,0,0
1661135897.485195,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135897.485204,total,0,368,368,0,8,8,0,0
1661135898.485398,lo,0,0,0,0,0,0,0,0
1661135898.485427,qg-404220d6-91,0,414,414,0,9,9,0,0
1661135898.485436,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135898.485441,total,0,414,414,0,9,9,0,0
1661135899.485596,lo,0,0,0,0,0,0,0,0
1661135899.485627,qg-404220d6-91,0,506,506,0,11,11,0,0
1661135899.485635,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135899.485647,total,0,506,506,0,11,11,0,0
1661135900.485824,lo,0,0,0,0,0,0,0,0
1661135900.485853,qg-404220d6-91,0,690,690,0,15,15,0,0
1661135900.485862,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135900.485868,total,0,690,690,0,15,15,0,0
1661135901.486036,lo,0,0,0,0,0,0,0,0
1661135901.486064,qg-404220d6-91,0,736,736,0,16,16,0,0
1661135901.486073,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135901.486079,total,0,736,736,0,16,16,0,0
1661135902.486340,lo,0,0,0,0,0,0,0,0
1661135902.486372,qg-404220d6-91,0,782,782,0,17,17,0,0
1661135902.486379,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135902.486384,total,0,782,782,0,17,17,0,0
1661135903.486634,lo,0,0,0,0,0,0,0,0
1661135903.486668,qg-404220d6-91,0,828,828,0,18,18,0,0
1661135903.486676,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135903.486682,total,0,828,828,0,18,18,0,0
1661135904.486845,lo,0,0,0,0,0,0,0,0
1661135904.486874,qg-404220d6-91,0,966,966,0,21,21,0,0
1661135904.486882,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135904.486888,total,0,966,966,0,21,21,0,0
1661135905.487065,lo,0,0,0,0,0,0,0,0
1661135905.487095,qg-404220d6-91,0,966,966,0,21,21,0,0
1661135905.487109,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135905.487115,total,0,966,966,0,21,21,0,0
1661135906.487291,lo,0,0,0,0,0,0,0,0
1661135906.487321,qg-404220d6-91,0,1104,1104,0,24,24,0,0
1661135906.487330,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135906.487337,total,0,1104,1104,0,24,24,0,0
1661135907.487524,lo,0,0,0,0,0,0,0,0
1661135907.487557,qg-404220d6-91,0,1196,1196,0,26,26,0,0
1661135907.487565,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135907.487571,total,0,1196,1196,0,26,26,0,0
1661135908.487873,lo,0,0,0,0,0,0,0,0
1661135908.487932,qg-404220d6-91,0,1288,1288,0,28,28,0,0
1661135908.487958,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135908.487975,total,0,1288,1288,0,28,28,0,0
1661135909.488220,lo,0,0,0,0,0,0,0,0
1661135909.488249,qg-404220d6-91,0,1380,1380,0,30,30,0,0
1661135909.488257,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135909.488262,total,0,1380,1380,0,30,30,0,0
1661135910.488444,lo,0,0,0,0,0,0,0,0
1661135910.488479,qg-404220d6-91,0,1426,1426,0,31,31,0,0
1661135910.488499,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135910.488505,total,0,1426,1426,0,31,31,0,0
1661135911.488680,lo,0,0,0,0,0,0,0,0
1661135911.488715,qg-404220d6-91,0,1518,1518,0,33,33,0,0
1661135911.488723,qr-38b62c60-62,0,0,0,0,0,0,0,0
1661135911.488729,total,0,1518,1518,0,33,33,0,0
1661135912.489038,lo,0,0,0,0,0,0,0,0
1661135912.489098,qg-404220d6-91,1222,2535,3757,9,41,50,0,0
1661135912.489105,qr-38b62c60-62,1009,1124,2133,6,10,16,0,0
1661135912.489110,total,2231,3659,5890,15,51,66,0,0
1661135913.489337,lo,0,0,0,0,0,0,0,0
1661135913.489360,qg-404220d6-91,6187,102818,109005,79,114,193,0,0
1661135913.489368,qr-38b62c60-62,102254,5109,107363,78,80,158,0,0
1661135913.489380,total,108441,107927,216368,157,194,351,0,0
1661135914.489685,lo,0,0,0,0,0,0,0,0
1661135914.489753,qg-404220d6-91,98347,3648298,3746645,1473,2564,4037,0,0
1661135914.489778,qr-38b62c60-62,3681734,77753,3759487,2523,1474,3997,0,0
1661135914.489796,total,3780081,3726051,7506132,3996,4038,8034,0,0
1661135915.489988,lo,0,0,0,0,0,0,0,0
1661135915.490020,qg-404220d6-91,186629,14688462,14875091,2608,10182,12790,0,0
1661135915.490029,qr-38b62c60-62,14828310,150145,14978455,10137,2609,12746,0,0
1661135915.490035,total,15014939,14838607,29853546,12745,12791,25536,0,0
1661135916.490205,lo,0,0,0,0,0,0,0,0
1661135916.490233,qg-404220d6-91,325889,25418242,25744131,4716,17585,22301,0,0
1661135916.490243,qr-38b62c60-62,25661552,259893,25921445,17537,4717,22254,0,0
1661135916.490249,total,25987441,25678135,51665576,22253,22302,44555,0,0
1661135917.490476,lo,0,0,0,0,0,0,0,0
1661135917.490519,qg-404220d6-91,480041,37388130,37868171,7050,25843,32893,0,0
1661135917.490527,qr-38b62c60-62,37746872,381369,38128241,25792,7051,32843,0,0
1661135917.490533,total,38226913,37769499,75996412,32842,32894,65736,0,0
1661135918.490700,lo,0,0,0,0,0,0,0,0
1661135918.490728,qg-404220d6-91,615467,48189174,48804641,9101,33292,42393,0,0
1661135918.490737,qr-38b62c60-62,48652268,488137,49140405,33243,9104,42347,0,0
1661135918.490742,total,49267735,48677311,97945046,42344,42396,84740,0,0
1661135919.490967,lo,0,0,0,0,0,0,0,0
1661135919.491001,qg-404220d6-91,762599,59300616,60063215,11329,40957,52286,0,0
1661135919.491009,qr-38b62c60-62,59870900,604077,60474977,40906,11332,52238,0,0
1661135919.491014,total,60633499,59904693,120538192,52235,52289,104524,0,0
1661135920.491190,lo,0,0,0,0,0,0,0,0
1661135920.491220,qg-404220d6-91,895607,70622354,71517961,13343,48768,62111,0,0
1661135920.491228,qr-38b62c60-62,71301812,708889,72010701,48714,13346,62060,0,0
1661135920.491233,total,72197419,71331243,143528662,62057,62114,124171,0,0
1661135921.491400,lo,0,0,0,0,0,0,0,0
1661135921.491429,qg-404220d6-91,1059581,82838604,83898185,15826,57193,73019,0,0
1661135921.491438,qr-38b62c60-62,83636012,838101,84474113,57139,15829,72968,0,0
1661135921.491443,total,84695593,83676705,168372298,72965,73022,145987,0,0
1661135922.491594,lo,0,0,0,0,0,0,0,0
1661135922.491622,qg-404220d6-91,1238075,95936500,97174575,18529,66227,84756,0,0
1661135922.491630,qr-38b62c60-62,96860324,978753,97839077,66172,18532,84704,0,0
1661135922.491635,total,98098399,96915253,195013652,84701,84759,169460,0,0
1661135923.491813,lo,0,0,0,0,0,0,0,0
1661135923.491841,qg-404220d6-91,1390103,107533646,108923749,20831,74226,95057,0,0
1661135923.491850,qr-38b62c60-62,108569396,1098553,109667949,74170,20834,95004,0,0
1661135923.491855,total,109959499,108632199,218591698,95001,95060,190061,0,0
1661135924.492075,lo,0,0,0,0,0,0,0,0
